Age,Annual Income,Loan Amount,Credit Score,Employment Length,Debt-to-Income Ratio,Number of Previous Defaults,Loan Term,Home Ownership,Loan Purpose,Loan Status
48,95386.0,28701,333,6.0,0.14734049525239754,0,12,Mortgage,Personal,0
66,21067.0,21607,457,16.0,0.5740992533715337,0,24,Mortgage,Business,1
66,124675.0,2726,566,37.0,0.4982258847689047,0,24,Mortgage,Education,1
29,68340.0,38415,622,17.0,0.27989470669096483,0,24,Own,Home Improvement,1
66,30635.0,10964,437,6.0,0.30540819778371386,0,48,Own,Auto,1
24,55454.0,34001,508,28.0,0.20058761614443973,0,24,Mortgage,Personal,0
21,103683.0,4291,740,12.0,0.5272577179553748,0,12,Mortgage,Home Improvement,0
30,76862.0,23401,658,14.0,0.3685417277950518,0,48,Rent,Home Improvement,1
30,43332.0,45624,704,18.0,0.14000913487883968,0,60,Own,Auto,0
43,33894.0,46048,625,28.0,0.13067193724193402,0,48,Rent,Home Improvement,0
45,59709.0,47232,426,0.0,0.35139172092334026,0,48,Mortgage,Business,1
18,,33450,765,13.0,0.24260587232666606,0,60,Rent,Auto,0
42,77857.0,6622,305,20.0,0.38005799150467423,0,12,Mortgage,Education,1
53,67952.0,34837,443,15.0,0.1300040962945059,0,36,Mortgage,Auto,0
27,130545.0,39549,412,26.0,0.45950972158144554,0,60,Mortgage,Business,1
64,147602.0,27205,761,11.0,0.22599911082203586,1,12,Own,Education,0
28,122072.0,6752,501,9.0,0.16453256241453149,0,48,Rent,Auto,0
62,135492.0,42093,620,5.0,0.3652121101636213,0,12,Rent,Education,0
65,129413.0,42212,545,34.0,0.3704135319857699,1,48,Rent,Personal,1
67,36934.0,6574,591,30.0,0.43288262013268364,0,24,Rent,Business,1
58,32041.0,24227,685,37.0,0.21336711344918072,0,36,Rent,Business,1
45,90793.0,47501,356,6.0,0.19900151515377676,0,12,Rent,Personal,1
43,137574.0,48013,432,10.0,0.3798587179641567,0,36,Rent,Home Improvement,0
41,116651.0,20859,381,0.0,0.16515899404564546,0,48,Rent,Personal,1
30,103151.0,41727,737,25.0,0.12171667861781874,0,12,Rent,Auto,0
54,24944.0,49825,594,27.0,0.440862425206171,0,24,Mortgage,Personal,1
47,35775.0,12039,725,31.0,0.4597896123746794,0,60,Mortgage,Personal,0
56,53734.0,17691,390,8.0,0.3032031434004977,1,12,Mortgage,Education,0
57,36940.0,25003,404,21.0,0.20913659939074689,0,12,Rent,Home Improvement,1
33,141284.0,34551,670,36.0,0.5444275491967098,0,60,Own,Personal,1
50,48225.0,46853,538,19.0,0.10205310144872423,0,24,Rent,Personal,1
42,120300.0,2425,475,32.0,0.48212579903469777,0,36,Mortgage,Business,0
38,104360.0,38563,740,4.0,0.24370126692274127,0,12,Own,Personal,0
44,64648.0,29549,461,8.0,0.2434233228236,0,36,Mortgage,Personal,0
46,70617.0,21493,463,35.0,0.40536588982231003,0,48,Rent,Auto,1
39,65771.0,28599,403,37.0,0.46839728435509853,0,24,Own,Personal,1
38,109152.0,27382,487,19.0,0.5373735367444874,1,48,Mortgage,Education,1
27,48341.0,11067,364,12.0,0.25845650690927213,0,12,Rent,Auto,1
34,117648.0,29513,398,30.0,0.5090520841608742,2,60,Own,Personal,1
48,38320.0,29618,319,8.0,0.3543419753420395,0,48,Mortgage,Auto,1
40,72683.0,1801,342,9.0,0.5828852219421435,0,24,Rent,Education,1
18,29972.0,34351,731,12.0,0.29381231260122964,0,24,Mortgage,Personal,0
28,26772.0,25874,575,19.0,0.5573746643638302,0,24,Mortgage,Education,1
48,128073.0,24286,367,5.0,0.1358676718737125,0,12,Mortgage,Education,1
46,144746.0,21431,713,24.0,0.5547933475268887,0,24,Rent,Auto,0
59,69832.0,41931,322,12.0,0.25747603095937976,0,12,Mortgage,Education,1
38,38847.0,28105,755,1.0,0.19031834897065766,0,24,Rent,Home Improvement,1
21,30082.0,38245,437,10.0,0.5683306522923405,0,12,Rent,Education,1
20,140092.0,31958,569,33.0,0.34170111826150207,0,24,Mortgage,Education,1
36,88295.0,17091,435,30.0,0.48142395117323955,0,12,Rent,Home Improvement,1
47,125364.0,17331,438,19.0,0.20767964142730425,0,36,Mortgage,Education,0
55,107086.0,1093,512,19.0,0.5389236555082821,0,60,Own,Education,1
43,48261.0,42065,775,18.0,0.12672935630240909,0,60,Rent,Home Improvement,0
39,84204.0,8737,441,19.0,0.13619469913215518,0,60,Mortgage,Auto,0
34,99071.0,42002,563,2.0,0.33407097093536786,1,36,Mortgage,Home Improvement,0
68,76565.0,2312,631,14.0,0.5353357341071604,0,12,Mortgage,Business,1
59,28749.0,31783,529,10.0,0.18373524527502125,0,48,Mortgage,Personal,1
37,118336.0,33583,372,33.0,0.33628792652192785,1,60,Own,Personal,1
69,97116.0,23286,430,,0.17981637838672007,1,12,Own,Home Improvement,0
18,69882.0,16928,432,6.0,0.44501291197032733,0,36,Mortgage,Personal,1
54,128162.0,46384,421,38.0,0.40333076488793385,0,36,Mortgage,Personal,1
68,93535.0,8219,508,37.0,0.47000890007910645,0,36,Mortgage,Education,1
60,35659.0,35413,495,32.0,0.10145585891689438,0,12,Rent,Education,1
61,134634.0,39379,528,19.0,0.2330106883644009,0,36,Mortgage,Personal,0
42,93058.0,14663,313,0.0,0.1677472594644224,0,60,Own,Auto,1
47,133073.0,23671,588,1.0,0.22348270623353125,1,24,Own,Personal,1
33,73517.0,35012,451,14.0,0.11714895065165584,0,36,Mortgage,Education,1
40,34915.0,1909,746,28.0,0.19131256512655057,0,12,Own,Home Improvement,0
49,120211.0,34787,493,18.0,0.10917919199961199,0,36,Rent,Personal,0
26,45651.0,33383,327,0.0,0.1635513068853702,0,60,Mortgage,Personal,1
66,138341.0,45135,503,13.0,0.579512087986483,0,48,Rent,Business,1
27,89103.0,21732,594,27.0,0.4601666845829965,1,24,Mortgage,Personal,1
29,117091.0,19158,692,38.0,0.44628640003879094,0,60,Rent,Education,0
43,21245.0,47607,577,17.0,0.24133368027057953,0,24,Mortgage,Personal,0
26,27436.0,22177,430,34.0,0.16628703874224118,0,48,Rent,Education,1
49,37157.0,46565,664,20.0,0.4089065972946432,0,12,Rent,Personal,0
32,47213.0,5477,689,8.0,0.39048429331579626,0,24,Mortgage,Business,0
49,128154.0,4380,485,23.0,0.552480940084957,1,36,Rent,Home Improvement,1
43,40140.0,10371,537,17.0,0.2052642442203065,0,12,Mortgage,Personal,1
21,71529.0,12672,622,1.0,0.2899621454810073,0,24,Mortgage,Personal,0
18,107228.0,8407,802,3.0,0.16553993085235155,0,24,Mortgage,Education,0
55,148333.0,5893,560,30.0,0.30331826344248525,0,24,Mortgage,Auto,0
62,102215.0,44013,849,35.0,0.1517564735030655,0,12,Mortgage,Auto,0
63,127532.0,18290,679,25.0,0.5475425863831573,2,12,Own,Education,1
60,30447.0,31624,423,9.0,0.37193896058055875,0,48,Rent,Education,1
42,139694.0,14313,835,13.0,0.5527910687865661,0,24,Mortgage,Home Improvement,1
56,55774.0,5302,581,0.0,0.5062068288119502,1,12,Mortgage,Auto,1
34,23747.0,14879,539,20.0,0.3222399889888955,0,12,Mortgage,Personal,0
39,33092.0,31382,730,4.0,0.1630765481439084,0,24,Own,Auto,1
30,118560.0,48342,337,24.0,0.12678827980370397,0,12,Own,Home Improvement,0
65,146279.0,1432,730,0.0,0.27051008612801697,2,12,Rent,Education,0
20,71248.0,19066,615,28.0,0.5831128628529102,1,12,Own,Personal,0
29,107483.0,3963,733,2.0,0.456950466698299,0,12,Rent,Auto,0
33,42666.0,17630,447,37.0,0.43425245057549144,2,24,Own,Auto,1
34,148381.0,46656,775,14.0,0.13400511597621026,0,24,Mortgage,Personal,1
48,34367.0,30672,536,34.0,0.3592464874711202,0,24,Mortgage,Auto,1
42,93374.0,46167,591,16.0,0.35628810796210586,0,12,Mortgage,Education,0
44,46148.0,32533,846,3.0,0.18108536356859403,2,12,Mortgage,Auto,0
39,137110.0,31782,803,27.0,0.32692328190345576,0,60,Rent,Home Improvement,0
26,141292.0,26034,488,15.0,0.5504538651334954,0,48,Rent,Business,1
34,120326.0,16831,494,29.0,0.30139276702324747,0,12,Mortgage,Education,0
40,123169.0,36057,502,30.0,0.14736945738967208,2,12,Rent,Home Improvement,1
65,94877.0,29141,346,13.0,0.23910859353441108,0,36,Rent,Personal,0
26,99409.0,32568,322,4.0,0.3925389081866081,0,36,Mortgage,Personal,0
43,26083.0,13598,556,20.0,0.25241908462813345,0,36,Rent,Personal,1
27,74079.0,27855,367,27.0,0.30788740049482577,0,48,Own,Home Improvement,1
59,75479.0,18430,428,34.0,0.19170267430486984,0,36,Rent,Auto,1
46,69752.0,14411,488,28.0,0.41963144159068144,0,24,Mortgage,Business,0
38,92936.0,40574,751,20.0,0.5167870548228684,0,24,Own,Personal,0
58,137276.0,15318,750,0.0,0.5803573758349087,0,12,Mortgage,Education,1
61,24239.0,45896,632,37.0,0.518310105183829,0,12,Rent,Business,1
48,123384.0,16471,771,9.0,0.3720915744884009,0,36,Rent,Personal,0
40,115852.0,26567,547,4.0,0.5789151087376383,1,60,Rent,Education,0
24,100992.0,28588,412,27.0,0.5763364332495379,0,48,Mortgage,Personal,1
51,106649.0,12136,338,25.0,0.3807389718683384,0,60,Own,Auto,0
35,105053.0,38696,414,25.0,0.3529046112961649,0,24,Rent,Education,0
41,97256.0,47732,320,18.0,0.5179677450082539,0,12,Mortgage,Home Improvement,0
37,111207.0,26385,820,24.0,0.19593659220225076,0,48,Mortgage,Personal,1
42,116741.0,36165,383,2.0,0.15263258124021264,0,48,Mortgage,Education,1
50,34746.0,38036,303,21.0,0.38681392897145395,1,36,Mortgage,Business,1
29,72234.0,44351,843,37.0,0.4665765115532927,0,48,Own,Personal,0
21,92154.0,45891,726,15.0,0.41522405782899496,0,36,Rent,Personal,1
34,31179.0,21472,307,15.0,0.46533950576419514,0,12,Own,Auto,1
33,93489.0,38552,638,7.0,0.10588993814332101,3,60,Rent,Personal,0
48,74816.0,26745,530,15.0,0.4857848630279131,1,12,Rent,Business,1
42,,3597,840,15.0,0.12529842683829087,1,36,Own,Auto,0
58,126242.0,43722,332,21.0,0.4253032616260517,1,12,Own,Personal,1
62,70192.0,28703,525,2.0,0.5189366350596814,1,24,Mortgage,Personal,1
42,83308.0,13047,528,21.0,0.4445716784901689,0,48,Own,Education,0
67,117012.0,15677,470,12.0,0.5059545574799523,1,48,Mortgage,Education,1
24,121846.0,20159,810,4.0,0.24950633980467304,0,12,Rent,Home Improvement,0
54,99054.0,7476,376,31.0,0.38067791209466895,1,36,Mortgage,Education,0
50,148156.0,35052,376,0.0,0.12671730119550859,1,48,Mortgage,Business,1
56,53617.0,8498,726,37.0,0.4594953784266166,0,48,Mortgage,Personal,0
32,75264.0,29584,664,25.0,0.54878109672658,0,60,Mortgage,Home Improvement,0
31,34439.0,45518,638,3.0,0.33975961855567693,0,12,Rent,Business,1
27,102543.0,27462,464,22.0,0.21162770053468047,1,60,Mortgage,Personal,1
18,56135.0,9095,321,28.0,0.5641678860028109,0,36,Mortgage,Business,0
39,75107.0,49583,436,25.0,0.2707848164721376,1,60,Mortgage,Personal,1
31,60983.0,46679,784,25.0,0.502928852667031,2,24,Own,Personal,0
19,29001.0,14248,719,11.0,0.4440588296031751,0,48,Own,Education,0
42,34780.0,38905,369,17.0,0.19822065761139293,0,60,Rent,Home Improvement,1
34,28625.0,40199,798,12.0,0.45951141021680053,0,60,Mortgage,Personal,0
52,89110.0,21169,766,36.0,0.5016522867590167,1,60,Mortgage,Education,1
61,61787.0,10255,818,22.0,0.2709672467873633,1,60,Mortgage,Business,0
50,122659.0,20689,814,26.0,0.4635655984409638,0,12,Rent,Personal,1
41,68068.0,29072,474,11.0,0.2906149763874384,3,48,Mortgage,Personal,1
56,138768.0,41818,701,32.0,0.3297511332851587,0,36,Rent,Auto,0
60,115422.0,35783,829,16.0,0.3704931177640418,0,60,Mortgage,Auto,0
61,129688.0,11051,324,31.0,0.16276209061393795,1,60,Rent,Business,0
34,81821.0,19125,617,34.0,0.31975389022377587,0,24,Mortgage,Home Improvement,1
33,142513.0,34158,468,29.0,0.42287958896901634,0,48,Rent,Business,1
65,85206.0,44852,531,30.0,0.19906537091178853,0,48,Own,Business,1
67,34481.0,26411,756,6.0,0.3998522067040501,0,12,Rent,Education,0
46,38799.0,47515,303,5.0,0.1270238136748633,0,12,Own,Education,1
52,128943.0,10422,445,36.0,0.30007763643269947,0,12,Rent,Personal,0
52,74555.0,20814,680,37.0,0.3452272042598924,0,48,Own,Business,0
40,28524.0,31846,542,28.0,0.1651758398573959,0,48,Own,Auto,1
20,119854.0,34414,300,31.0,0.4844900976143147,0,60,Rent,Business,1
29,136062.0,2909,350,16.0,0.23033319128105087,1,36,Mortgage,Personal,1
53,125156.0,35262,738,18.0,0.35487853345043574,0,24,Mortgage,Personal,0
61,43212.0,21637,471,9.0,0.5659563662987279,0,48,Rent,Personal,1
55,45218.0,31565,554,15.0,0.4346741753813981,1,36,Rent,Auto,1
69,29638.0,5931,432,28.0,0.4441653811663384,0,36,Mortgage,Auto,1
47,48930.0,49890,421,6.0,0.17687465605145905,1,60,Rent,Personal,0
22,55036.0,40322,307,31.0,0.3193358484015244,0,60,Own,Home Improvement,0
58,51645.0,8637,813,1.0,0.23657981018497257,0,48,Rent,Home Improvement,0
35,136585.0,31346,520,16.0,0.5612862024529001,0,48,Mortgage,Personal,1
44,131233.0,30176,540,12.0,0.29941076346202866,0,24,Mortgage,Personal,0
59,43241.0,28414,715,19.0,0.3945781886968941,0,36,Own,Home Improvement,1
25,125542.0,24365,765,28.0,0.5372072770982392,1,36,Rent,Auto,1
29,115494.0,49319,413,25.0,0.4525316421026896,0,60,Mortgage,Personal,0
36,76344.0,47648,331,11.0,0.4262423642030788,0,36,Rent,Personal,1
45,136518.0,37163,479,3.0,0.5743270404514953,0,60,Rent,Personal,1
33,134832.0,8507,653,10.0,0.30742342515079746,0,60,Rent,Personal,0
32,58665.0,9974,341,28.0,0.575721319443666,0,48,Rent,Personal,1
65,91474.0,13150,394,5.0,0.12602291937806573,1,60,Own,Education,0
28,132983.0,12228,373,0.0,0.22378225407089233,1,48,Rent,Personal,0
24,107945.0,47194,612,35.0,0.4711551227668622,0,24,Rent,Auto,0
39,117091.0,29690,365,38.0,0.256380363710908,1,12,Mortgage,Auto,0
56,34440.0,8960,713,25.0,0.5194439495628872,0,24,Mortgage,Education,0
22,82643.0,14311,641,4.0,0.2552885077753937,0,60,Own,Personal,1
59,42076.0,19738,565,5.0,0.37557066809736694,0,36,Mortgage,Business,1
68,107985.0,45028,431,39.0,0.5478264597915884,0,36,Rent,Home Improvement,1
60,54157.0,46839,358,18.0,0.16332793642359697,0,12,Mortgage,Personal,1
48,115634.0,49994,648,0.0,0.5080167511510342,1,36,Rent,Education,1
25,30208.0,1562,790,20.0,0.12820067888039524,1,12,Rent,Personal,0
29,48064.0,9720,552,9.0,0.10986287323158775,0,24,Rent,Personal,1
33,80103.0,16052,715,23.0,0.3835061627100861,0,36,Own,Auto,0
54,70521.0,26965,747,0.0,0.12926830004002507,0,24,Mortgage,Auto,0
46,62235.0,28659,700,19.0,0.15306270928245122,0,48,Mortgage,Auto,0
51,121126.0,34038,773,34.0,0.3908256663365034,2,36,Own,Personal,0
46,71455.0,38629,608,4.0,0.15087726425050788,0,36,Mortgage,Education,1
30,82781.0,15901,698,4.0,0.2799570181076817,0,36,Mortgage,Home Improvement,0
47,103729.0,44967,453,39.0,0.1903313494512047,0,60,Rent,Personal,0
65,67006.0,42170,746,9.0,0.4285594195306367,0,12,Mortgage,Business,1
24,29244.0,34481,392,8.0,0.4246143897704817,0,12,Rent,Personal,1
26,122022.0,23159,318,38.0,0.5051821998797186,0,60,Own,Personal,1
38,97257.0,18939,391,23.0,0.1946804378959314,0,48,Mortgage,Auto,0
67,56648.0,6932,436,21.0,0.20742730321249905,0,48,Mortgage,Auto,0
68,125154.0,25918,678,17.0,0.4199781925572852,1,36,Rent,Personal,0
44,145497.0,35283,646,38.0,0.19232562294684882,0,12,Own,Personal,0
33,41143.0,27091,339,38.0,0.15549740696090533,0,60,Mortgage,Business,0
21,94311.0,30655,758,16.0,0.3313096359668648,0,36,Rent,Personal,1
43,124820.0,17800,330,5.0,0.11641274940962007,0,48,Own,Auto,0
27,20255.0,12019,427,5.0,0.2740134815943597,1,60,Rent,Personal,1
42,82863.0,1591,433,36.0,0.3585604440566652,0,12,Mortgage,Education,1
18,84732.0,29979,765,34.0,0.33440947900762064,0,36,Rent,Education,0
35,40044.0,34836,771,22.0,0.5262693704279835,0,48,Mortgage,Home Improvement,1
61,89810.0,36053,434,5.0,0.5847784376115926,0,36,Mortgage,Home Improvement,1
46,43447.0,25879,624,25.0,0.27818331887752834,1,60,Rent,Education,1
18,107235.0,3347,846,22.0,0.4806377281752062,2,48,Rent,Personal,0
49,109796.0,47733,325,5.0,0.16517036178453595,0,36,Mortgage,Personal,0
30,89374.0,2973,310,7.0,0.23312284969700173,0,48,Rent,Business,1
44,48371.0,4822,506,26.0,0.20341855530830424,0,12,Rent,Education,1
31,146599.0,23703,748,15.0,0.239232645457673,1,12,Mortgage,Business,0
32,67800.0,41761,718,23.0,0.5784073352954389,0,60,Mortgage,Personal,0
47,81748.0,42190,682,26.0,0.40567850654919124,2,12,Rent,Personal,1
57,43482.0,4676,577,32.0,0.490976308486076,0,60,Rent,Personal,0
32,37059.0,24052,646,36.0,0.14574147896482356,0,24,Rent,Home Improvement,1
57,37140.0,44484,681,26.0,0.2437750197127216,0,60,Rent,Personal,0
68,142702.0,18502,763,9.0,0.4325600890568079,0,60,Rent,Business,0
34,61300.0,32921,469,38.0,0.25965844001068705,0,12,Own,Personal,1
30,116434.0,21598,768,36.0,0.31320302824598645,0,12,Own,Business,0
42,60934.0,49884,724,36.0,0.3706676913506336,0,60,Rent,Auto,0
50,46519.0,10107,785,29.0,0.5296664098618759,0,48,Own,Home Improvement,0
29,58108.0,10643,442,28.0,0.14551815747272087,0,60,Rent,Auto,0
59,92254.0,43691,326,22.0,0.5141063789432971,0,12,Mortgage,Auto,1
24,122260.0,7057,559,4.0,0.25729077327311367,0,48,Rent,Business,1
19,58893.0,41642,541,20.0,0.23400575025979867,0,48,Rent,Personal,1
36,149154.0,24880,555,30.0,0.3317739196294609,0,24,Mortgage,Education,0
36,76731.0,10474,559,23.0,0.5536215836385393,0,36,Mortgage,Personal,1
18,98210.0,17052,714,25.0,0.5306161136301929,0,48,Own,Education,1
27,94387.0,45078,613,18.0,0.21652659399242932,2,48,Mortgage,Education,0
18,56923.0,30802,519,2.0,0.5242088632152555,0,24,Mortgage,Business,1
25,100146.0,9437,410,21.0,0.5472989366754859,0,60,Rent,Home Improvement,0
27,116730.0,26230,694,25.0,0.5135790742138117,0,60,Own,Education,1
54,111951.0,38888,549,11.0,0.4255884803718091,0,24,Rent,Education,1
21,146399.0,27483,773,15.0,0.5766621324435692,0,36,Own,Personal,0
25,116205.0,13809,840,14.0,0.4268822515466181,0,36,Mortgage,Personal,0
19,107618.0,13342,842,9.0,0.3969703104717026,0,36,Rent,Personal,0
28,113103.0,1910,700,27.0,0.3082961138920993,0,60,Mortgage,Education,1
50,72107.0,49257,455,9.0,0.10296203272700119,0,48,Mortgage,Business,1
58,58665.0,16957,401,32.0,0.23131680618303682,0,36,Mortgage,Education,1
54,23809.0,44371,359,33.0,0.4320628696416752,0,24,Mortgage,Personal,1
45,99012.0,4439,591,16.0,0.4413636488976558,0,48,Rent,Auto,0
66,118035.0,45695,487,10.0,0.18804464397192697,0,48,Rent,Auto,1
60,73767.0,42684,834,14.0,0.1269662914204356,0,12,Rent,Personal,1
64,129394.0,46028,801,16.0,0.18678607207571987,2,24,Rent,Business,0
39,123727.0,15246,521,20.0,0.5030058552442422,0,48,Rent,Home Improvement,0
30,70772.0,9080,346,20.0,0.5232175881536535,0,48,Own,Home Improvement,1
22,94312.0,16021,531,13.0,0.2694849630864107,0,48,Rent,Personal,1
64,86951.0,44798,718,30.0,0.1438864570617203,0,60,Mortgage,Education,0
69,26163.0,17065,767,17.0,0.16327265559818863,0,36,Own,Business,1
63,60391.0,11327,319,13.0,0.4839304615629276,0,48,Mortgage,Education,1
31,78445.0,16531,588,32.0,0.4546571474017417,0,48,Rent,Business,1
41,46325.0,23597,515,39.0,0.45147377430845326,0,36,Rent,Education,1
68,128875.0,22175,326,37.0,0.3557680971173959,1,60,Own,Auto,1
69,140460.0,33161,655,29.0,0.1041828299920721,0,48,Mortgage,Auto,0
49,106676.0,19185,336,21.0,0.3483226061947522,0,48,Own,Auto,1
45,132557.0,22224,345,10.0,0.44761482787386786,0,36,Own,Education,1
30,85355.0,13974,413,4.0,0.5584032890373882,0,36,Rent,Business,1
30,147309.0,35928,661,24.0,0.11708779452054371,0,48,Mortgage,Home Improvement,0
32,35619.0,38687,619,3.0,0.2977400140158284,0,48,Rent,Personal,1
31,35008.0,23102,320,11.0,0.28254183664220034,1,36,Rent,Business,1
31,31805.0,44147,581,1.0,0.19785387581939393,0,24,Rent,Home Improvement,1
49,117035.0,28794,394,36.0,0.4264963657708588,0,36,Own,Education,1
40,137373.0,45859,790,11.0,0.3104386248716031,0,24,Mortgage,Personal,0
57,27904.0,36051,762,35.0,0.2950330328738141,1,60,Mortgage,Home Improvement,0
45,133145.0,39995,763,28.0,0.1850651636918045,0,60,Mortgage,Personal,0
67,27145.0,36670,801,14.0,0.3597509273824906,0,24,Mortgage,Home Improvement,0
26,75030.0,21133,449,22.0,0.15822276204235572,0,12,Rent,Personal,1
61,65667.0,23485,376,6.0,0.2862637264013974,0,12,Mortgage,Education,0
29,39323.0,18997,734,31.0,0.5089923855386027,0,12,Mortgage,Education,0
45,82223.0,3366,467,12.0,0.381406305476815,0,24,Own,Home Improvement,1
51,72805.0,32688,614,4.0,0.3897681845749905,0,12,Rent,Personal,1
44,37861.0,47597,649,34.0,0.42947139696737135,0,36,Rent,Education,1
44,20056.0,32457,495,37.0,0.2840428188331071,0,24,Rent,Personal,1
37,27273.0,11033,763,16.0,0.4512087640751823,0,12,Rent,Business,0
19,69323.0,46320,325,20.0,0.3856600077165514,2,24,Mortgage,Business,1
31,56007.0,14942,380,17.0,0.5708165907426015,0,36,Mortgage,Auto,0
45,137327.0,7159,659,38.0,0.5123406196139683,0,48,Rent,Personal,0
44,22460.0,7820,726,21.0,0.430059451498087,1,24,Mortgage,Home Improvement,0
30,98678.0,13204,669,34.0,0.47747010007916446,0,60,Mortgage,Auto,0
68,48180.0,49791,423,17.0,0.15103746238304896,0,60,Mortgage,Personal,1
40,82613.0,32171,461,5.0,0.496001563065098,0,24,Rent,Business,0
62,72800.0,6445,546,28.0,0.501382835731019,0,12,Mortgage,Education,1
25,85078.0,4691,602,1.0,0.2988644878113612,0,60,Mortgage,Auto,0
65,56282.0,30529,316,3.0,0.4730654891193211,0,48,Rent,Education,1
67,123727.0,18434,701,39.0,0.302455407134922,0,60,Rent,Personal,0
57,145534.0,2469,528,1.0,0.37209005797097683,0,48,Mortgage,Home Improvement,0
61,48490.0,1260,516,36.0,0.3784625511951033,0,36,Rent,Personal,1
59,44016.0,32098,406,7.0,0.23548160393560977,0,60,Rent,Home Improvement,1
37,77346.0,10945,606,7.0,0.10428460540537035,0,12,Own,Personal,0
51,65704.0,31013,419,12.0,0.1000264134661484,2,12,Mortgage,Business,1
27,39739.0,35168,433,26.0,0.5142222692771927,0,36,Own,Business,1
53,105389.0,21079,668,2.0,0.4434762206927192,0,48,Rent,Education,0
52,147922.0,27911,758,37.0,0.36843410898530105,1,60,Mortgage,Education,0
30,106839.0,37533,310,5.0,0.3241834677157882,0,12,Own,Personal,0
65,57570.0,23441,771,39.0,0.10944043928811734,0,48,Rent,Business,1
39,136770.0,40470,513,27.0,0.34626092701025424,1,48,Rent,Personal,1
44,48391.0,25187,578,30.0,0.5383421067303242,0,36,Mortgage,Business,0
57,48133.0,14526,314,2.0,0.26539749739052165,0,12,Rent,Personal,1
31,82513.0,31279,368,6.0,0.431852239463128,0,60,Mortgage,Auto,1
34,38030.0,4909,648,35.0,0.5714563556958783,0,12,Mortgage,Home Improvement,0
21,67147.0,48671,554,35.0,0.4976082932651914,2,24,Own,Business,1
22,85020.0,43725,366,11.0,0.14924732083970163,0,60,Mortgage,Education,0
49,64415.0,13569,621,11.0,0.5403342312750742,0,48,Rent,Business,0
42,90441.0,49307,534,16.0,0.5737669253667226,0,48,Rent,Auto,1
35,107938.0,35010,417,16.0,0.588684530388818,1,24,Rent,Home Improvement,1
65,103360.0,37394,584,36.0,0.20563145846909822,0,60,Own,Education,1
46,112602.0,43120,803,2.0,0.12914860193117852,3,48,Mortgage,Business,1
68,94095.0,27058,517,39.0,0.5382104718022463,0,48,Mortgage,Education,1
39,47399.0,32481,324,37.0,0.4546485684588326,0,48,Own,Education,1
49,124553.0,29767,467,39.0,0.5368169113173501,0,24,Own,Education,0
62,46467.0,1048,414,26.0,0.5932238630133683,0,24,Rent,Auto,0
62,74921.0,19161,512,36.0,0.4598472857304188,0,12,Mortgage,Education,1
40,93903.0,1722,725,2.0,0.24700169429747657,0,12,Rent,Personal,1
66,66996.0,47947,608,22.0,0.35420298832231356,0,12,Rent,Personal,1
65,62460.0,23796,302,1.0,0.2322021489648227,0,60,Rent,Personal,0
49,68432.0,7412,713,24.0,0.4885929547198048,0,48,Own,Personal,1
56,142282.0,7840,667,21.0,0.46278412377997413,0,24,Mortgage,Personal,0
30,81742.0,33360,459,,0.1673578654348629,0,12,Own,Education,1
44,82583.0,29924,359,9.0,0.29009749898758874,1,12,Mortgage,Personal,0
53,90592.0,33899,623,25.0,0.5065910736422307,2,36,Mortgage,Personal,0
33,56373.0,47052,745,32.0,0.20349315150005978,1,60,Mortgage,Auto,1
62,90009.0,24490,451,27.0,0.40709186199226965,1,36,Rent,Personal,1
69,128559.0,36326,538,4.0,0.1846659287034708,1,60,Own,Personal,1
38,68807.0,8140,311,16.0,0.2889841778206421,0,24,Rent,Education,1
60,117356.0,49175,381,16.0,0.4118860953254264,0,24,Mortgage,Personal,1
69,70665.0,5876,727,38.0,0.5161189707806142,0,24,Own,Auto,1
54,20824.0,14880,357,28.0,0.5223545835379313,0,36,Mortgage,Education,1
65,90210.0,5316,463,31.0,0.24514725784945732,0,24,Rent,Business,1
43,35977.0,45839,830,0.0,0.573132246501541,0,24,Rent,Education,1
59,56996.0,33177,640,14.0,0.5193486201475251,0,48,Own,Business,1
50,26553.0,18881,655,39.0,0.34479379812152366,0,12,Rent,Personal,1
33,101397.0,14973,661,17.0,0.17885181062974595,0,36,Rent,Personal,0
58,69322.0,25524,829,23.0,0.3553696647531085,0,60,Own,Personal,0
34,49541.0,1236,665,29.0,0.34887828180344815,0,36,Rent,Personal,0
51,97798.0,45420,307,23.0,0.3021100219466081,0,36,Mortgage,Auto,0
55,70969.0,26208,679,20.0,0.2393778997343146,0,12,Mortgage,Business,0
31,56527.0,26936,678,3.0,0.29273521734986774,0,60,Mortgage,Personal,0
27,33890.0,2740,725,,0.5015281089455894,0,12,Mortgage,Personal,0
19,113332.0,7007,334,28.0,0.39491719721987784,0,12,Rent,Personal,1
41,44281.0,49302,594,2.0,0.5086296344937614,0,24,Mortgage,Business,1
66,42733.0,3473,343,26.0,0.3894582662963587,0,36,Own,Education,1
43,109557.0,9212,527,1.0,0.5740266409264452,0,48,Rent,Education,1
31,77619.0,9204,302,25.0,0.33117780046733125,0,36,Rent,Personal,1
20,70572.0,37145,633,20.0,0.20345809367305848,1,48,Mortgage,Education,0
50,58278.0,37212,351,10.0,0.5558091027517141,0,48,Own,Business,1
35,58485.0,3696,477,36.0,0.10871527275102297,0,48,Mortgage,Home Improvement,1
27,46673.0,18156,677,23.0,0.3773495882916579,0,48,Own,Personal,0
